"CompoundID"	"FragA"	"FragB"	"Ca"	"Cb"	"IntAB"	"UnionAB"	"CommonProp"	"PIa"	"PIb"	"PIaU"	"PIbU"	"FragEffA"	"FragEffB"
528796	1	4	10	225	7	228	0.0307017543859649	0.043859649122807	0.986842105263158	0.0131578947368421	0.956140350877193	10	56.25
529972	1	10	111	292	95	308	0.308441558441558	0.36038961038961	0.948051948051948	0.051948051948052	0.63961038961039	111	29.2
530624	1	6	35	684	35	684	0.0511695906432749	0.0511695906432749	1	0	0.948830409356725	35	114
532757	1	7	111	254	87	278	0.31294964028777	0.399280575539568	0.913669064748201	0.0863309352517986	0.600719424460432	111	36.2857142857143
534874	1	9	111	241	89	263	0.338403041825095	0.422053231939163	0.916349809885932	0.0836501901140685	0.577946768060837	111	26.7777777777778
536336	1	10	111	292	95	308	0.308441558441558	0.36038961038961	0.948051948051948	0.051948051948052	0.63961038961039	111	29.2
539107	1	9	111	241	89	263	0.338403041825095	0.422053231939163	0.916349809885932	0.0836501901140685	0.577946768060837	111	26.7777777777778
541932	1	8	111	233	82	262	0.312977099236641	0.423664122137405	0.889312977099237	0.110687022900763	0.576335877862595	111	29.125
542270	1	10	111	292	95	308	0.308441558441558	0.36038961038961	0.948051948051948	0.051948051948052	0.63961038961039	111	29.2
527557	1	13	22	2266	22	2266	0.00970873786407767	0.00970873786407767	1	0	0.990291262135922	22	174.307692307692
534238	1	13	22	2266	22	2266	0.00970873786407767	0.00970873786407767	1	0	0.990291262135922	22	174.307692307692
536229	1	8	8	1097	8	1097	0.0072926162260711	0.0072926162260711	1	0	0.992707383773929	8	137.125
536455	1	9	8	794	8	794	0.0100755667506297	0.0100755667506297	1	0	0.98992443324937	8	88.2222222222222
532787	1	6	40	2054	40	2054	0.0194741966893866	0.0194741966893866	1	0	0.980525803310613	40	342.333333333333
533358	1	8	32	2254	32	2254	0.0141969831410825	0.0141969831410825	1	0	0.985803016858917	32	281.75
528937	1	5	13	1312	13	1312	0.00990853658536585	0.00990853658536585	1	0	0.990091463414634	13	262.4
539180	1	5	13	1312	13	1312	0.00990853658536585	0.00990853658536585	1	0	0.990091463414634	13	262.4
525195	1	14	141	408	134	415	0.32289156626506	0.339759036144578	0.983132530120482	0.016867469879518	0.660240963855422	141	29.1428571428571
528214	1	14	141	408	134	415	0.32289156626506	0.339759036144578	0.983132530120482	0.016867469879518	0.660240963855422	141	29.1428571428571
532528	1	12	12	2841	12	2841	0.00422386483632524	0.00422386483632524	1	0	0.995776135163675	12	236.75
535226	1	4	10	155	8	157	0.0509554140127389	0.0636942675159236	0.987261146496815	0.0127388535031847	0.936305732484076	10	38.75
534046	1	2	1	300	1	300	0.00333333333333333	0.00333333333333333	1	0	0.996666666666667	1	150
535999	1	4	4	411	2	413	0.00484261501210654	0.00968523002421308	0.995157384987893	0.00484261501210659	0.990314769975787	4	102.75
534942	1	11	18	2168	18	2168	0.00830258302583026	0.00830258302583026	1	0	0.99169741697417	18	197.090909090909
536426	1	11	18	2168	18	2168	0.00830258302583026	0.00830258302583026	1	0	0.99169741697417	18	197.090909090909
525344	1	6	9	78	9	78	0.115384615384615	0.115384615384615	1	0	0.884615384615385	9	13
526735	1	3	9	55	9	55	0.163636363636364	0.163636363636364	1	0	0.836363636363636	9	18.3333333333333
527909	1	3	5	17	5	17	0.294117647058824	0.294117647058824	1	0	0.705882352941176	5	5.66666666666667
527921	1	3	9	55	9	55	0.163636363636364	0.163636363636364	1	0	0.836363636363636	9	18.3333333333333
529490	1	3	9	55	9	55	0.163636363636364	0.163636363636364	1	0	0.836363636363636	9	18.3333333333333
529863	1	3	9	55	9	55	0.163636363636364	0.163636363636364	1	0	0.836363636363636	9	18.3333333333333
529943	1	6	9	78	9	78	0.115384615384615	0.115384615384615	1	0	0.884615384615385	9	13
531626	1	5	9	40	9	40	0.225	0.225	1	0	0.775	9	8
534069	1	3	9	55	9	55	0.163636363636364	0.163636363636364	1	0	0.836363636363636	9	18.3333333333333
534244	1	3	9	55	9	55	0.163636363636364	0.163636363636364	1	0	0.836363636363636	9	18.3333333333333
534797	1	2	5	15	5	15	0.333333333333333	0.333333333333333	1	0	0.666666666666667	5	7.5
537243	1	2	5	473	5	473	0.0105708245243129	0.0105708245243129	1	0	0.989429175475687	5	236.5
538501	1	3	5	57	5	57	0.087719298245614	0.087719298245614	1	0	0.912280701754386	5	19
539723	1	3	5	57	5	57	0.087719298245614	0.087719298245614	1	0	0.912280701754386	5	19
533647	1	6	2	473	2	473	0.00422832980972516	0.00422832980972516	1	0	0.995771670190275	2	78.8333333333333
534136	1	6	2	425	2	425	0.00470588235294118	0.00470588235294118	1	0	0.995294117647059	2	70.8333333333333
534823	1	14	8	475	8	475	0.0168421052631579	0.0168421052631579	1	0	0.983157894736842	8	33.9285714285714
539964	1	14	9	841	8	842	0.00950118764845606	0.0106888361045131	0.998812351543943	0.00118764845605701	0.989311163895487	9	60.0714285714286
527084	1	9	20	2066	20	2066	0.00968054211035818	0.00968054211035818	1	0	0.990319457889642	20	229.555555555556
535000	1	4	5	266	5	266	0.018796992481203	0.018796992481203	1	0	0.981203007518797	5	66.5
542260	1	4	5	296	5	296	0.0168918918918919	0.0168918918918919	1	0	0.983108108108108	5	74
535145	1	7	12	1830	12	1830	0.00655737704918033	0.00655737704918033	1	0	0.99344262295082	12	261.428571428571
538031	1	6	12	1830	12	1830	0.00655737704918033	0.00655737704918033	1	0	0.99344262295082	12	305
538498	1	6	12	1830	12	1830	0.00655737704918033	0.00655737704918033	1	0	0.99344262295082	12	305
542059	1	7	12	1830	12	1830	0.00655737704918033	0.00655737704918033	1	0	0.99344262295082	12	261.428571428571
534479	1	12	2	825	2	825	0.00242424242424242	0.00242424242424242	1	0	0.997575757575758	2	68.75
538546	1	12	8	825	8	825	0.0096969696969697	0.0096969696969697	1	0	0.99030303030303	8	68.75
525253	1	7	27	1337	20	1344	0.0148809523809524	0.0200892857142857	0.994791666666667	0.00520833333333337	0.979910714285714	27	191
526058	1	7	27	1337	20	1344	0.0148809523809524	0.0200892857142857	0.994791666666667	0.00520833333333337	0.979910714285714	27	191
531905	1	7	27	1337	20	1344	0.0148809523809524	0.0200892857142857	0.994791666666667	0.00520833333333337	0.979910714285714	27	191
538929	1	4	27	1315	20	1322	0.0151285930408472	0.0204236006051437	0.994704992435703	0.00529500756429657	0.979576399394856	27	328.75
527593	1	8	36	687	34	689	0.0493468795355588	0.0522496371552975	0.997097242380261	0.00290275761973879	0.947750362844702	36	85.875
527815	1	8	36	687	34	689	0.0493468795355588	0.0522496371552975	0.997097242380261	0.00290275761973879	0.947750362844702	36	85.875
533680	1	8	36	687	34	689	0.0493468795355588	0.0522496371552975	0.997097242380261	0.00290275761973879	0.947750362844702	36	85.875
535254	1	8	36	687	34	689	0.0493468795355588	0.0522496371552975	0.997097242380261	0.00290275761973879	0.947750362844702	36	85.875
539633	1	8	36	687	34	689	0.0493468795355588	0.0522496371552975	0.997097242380261	0.00290275761973879	0.947750362844702	36	85.875
528381	1	11	7	1341	7	1341	0.0052199850857569	0.0052199850857569	1	0	0.994780014914243	7	121.909090909091
532348	1	16	7	1778	7	1778	0.00393700787401575	0.00393700787401575	1	0	0.996062992125984	7	111.125
541389	1	7	254	2664	254	2664	0.0953453453453453	0.0953453453453453	1	0	0.904654654654655	254	380.571428571429
525100	1	7	3	581	2	582	0.00343642611683849	0.00515463917525773	0.998281786941581	0.00171821305841924	0.994845360824742	3	83
536013	1	11	31	347	31	347	0.0893371757925072	0.0893371757925072	1	0	0.910662824207493	31	31.5454545454545
537732	1	11	31	347	31	347	0.0893371757925072	0.0893371757925072	1	0	0.910662824207493	31	31.5454545454545
541418	1	11	31	347	31	347	0.0893371757925072	0.0893371757925072	1	0	0.910662824207493	31	31.5454545454545
541770	1	11	31	347	31	347	0.0893371757925072	0.0893371757925072	1	0	0.910662824207493	31	31.5454545454545
525127	1	6	4	380	4	380	0.0105263157894737	0.0105263157894737	1	0	0.989473684210526	4	63.3333333333333
528390	1	8	4	403	4	403	0.00992555831265509	0.00992555831265509	1	0	0.990074441687345	4	50.375
212810	1	5	2	111	2	111	0.018018018018018	0.018018018018018	1	0	0.981981981981982	2	22.2
213979	1	6	2	111	2	111	0.018018018018018	0.018018018018018	1	0	0.981981981981982	2	18.5
527182	1	14	106	880	57	929	0.0613562970936491	0.114101184068891	0.947255113024758	0.0527448869752422	0.885898815931109	106	62.8571428571429
529401	1	15	16	855	16	855	0.0187134502923977	0.0187134502923977	1	0	0.981286549707602	16	57
530081	1	15	16	855	16	855	0.0187134502923977	0.0187134502923977	1	0	0.981286549707602	16	57
530636	1	12	106	1300	57	1349	0.0422535211267606	0.0785767234988881	0.963676797627873	0.0363232023721275	0.921423276501112	106	108.333333333333
531103	1	24	106	2562	57	2611	0.0218307162006894	0.040597472232861	0.981233243967828	0.0187667560321716	0.959402527767139	106	106.75
532879	1	21	106	2333	57	2382	0.0239294710327456	0.0445004198152813	0.979429051217464	0.0205709487825357	0.955499580184719	106	111.095238095238
534688	1	14	106	2098	45	2159	0.0208429828624363	0.0490968040759611	0.971746178786475	0.0282538212135248	0.950903195924039	106	149.857142857143
534708	1	14	106	875	57	924	0.0616883116883117	0.114718614718615	0.946969696969697	0.053030303030303	0.885281385281385	106	62.5
535695	1	11	106	1959	45	2020	0.0222772277227723	0.0524752475247525	0.96980198019802	0.0301980198019802	0.947524752475247	106	178.090909090909
536146	1	21	106	2333	57	2382	0.0239294710327456	0.0445004198152813	0.979429051217464	0.0205709487825357	0.955499580184719	106	111.095238095238
536183	1	23	106	2596	57	2645	0.0215500945179584	0.0400756143667297	0.981474480151229	0.0185255198487713	0.95992438563327	106	112.869565217391
536316	1	11	106	1959	45	2020	0.0222772277227723	0.0524752475247525	0.96980198019802	0.0301980198019802	0.947524752475247	106	178.090909090909
537128	1	13	16	2003	15	2004	0.00748502994011976	0.00798403193612774	0.999500998003992	0.000499001996007942	0.992015968063872	16	154.076923076923
537323	1	21	106	2333	57	2382	0.0239294710327456	0.0445004198152813	0.979429051217464	0.0205709487825357	0.955499580184719	106	111.095238095238
538161	1	15	106	856	57	905	0.0629834254143646	0.117127071823204	0.94585635359116	0.0541436464088397	0.882872928176796	106	57.0666666666667
538211	1	21	106	2333	57	2382	0.0239294710327456	0.0445004198152813	0.979429051217464	0.0205709487825357	0.955499580184719	106	111.095238095238
538238	1	15	106	856	57	905	0.0629834254143646	0.117127071823204	0.94585635359116	0.0541436464088397	0.882872928176796	106	57.0666666666667
539220	1	21	106	2333	57	2382	0.0239294710327456	0.0445004198152813	0.979429051217464	0.0205709487825357	0.955499580184719	106	111.095238095238
539393	1	20	16	2333	16	2333	0.00685812258894128	0.00685812258894128	1	0	0.993141877411059	16	116.65
541113	1	15	106	856	57	905	0.0629834254143646	0.117127071823204	0.94585635359116	0.0541436464088397	0.882872928176796	106	57.0666666666667
541250	1	21	106	2333	57	2382	0.0239294710327456	0.0445004198152813	0.979429051217464	0.0205709487825357	0.955499580184719	106	111.095238095238
541491	1	20	16	2333	16	2333	0.00685812258894128	0.00685812258894128	1	0	0.993141877411059	16	116.65
541703	1	14	106	880	57	929	0.0613562970936491	0.114101184068891	0.947255113024758	0.0527448869752422	0.885898815931109	106	62.8571428571429
542084	1	21	106	2333	57	2382	0.0239294710327456	0.0445004198152813	0.979429051217464	0.0205709487825357	0.955499580184719	106	111.095238095238
542129	1	15	106	856	57	905	0.0629834254143646	0.117127071823204	0.94585635359116	0.0541436464088397	0.882872928176796	106	57.0666666666667
542274	1	15	106	856	57	905	0.0629834254143646	0.117127071823204	0.94585635359116	0.0541436464088397	0.882872928176796	106	57.0666666666667
542381	1	21	106	2333	57	2382	0.0239294710327456	0.0445004198152813	0.979429051217464	0.0205709487825357	0.955499580184719	106	111.095238095238
542541	1	15	106	856	57	905	0.0629834254143646	0.117127071823204	0.94585635359116	0.0541436464088397	0.882872928176796	106	57.0666666666667
527061	1	7	35	588	35	588	0.0595238095238095	0.0595238095238095	1	0	0.94047619047619	35	84
528318	1	3	16	540	16	540	0.0296296296296296	0.0296296296296296	1	0	0.97037037037037	16	180
530391	1	3	16	540	16	540	0.0296296296296296	0.0296296296296296	1	0	0.97037037037037	16	180
530698	1	3	16	540	16	540	0.0296296296296296	0.0296296296296296	1	0	0.97037037037037	16	180
536382	1	7	36	963	36	963	0.0373831775700935	0.0373831775700935	1	0	0.962616822429907	36	137.571428571429
536616	1	7	35	588	35	588	0.0595238095238095	0.0595238095238095	1	0	0.94047619047619	35	84
536832	1	7	35	588	35	588	0.0595238095238095	0.0595238095238095	1	0	0.94047619047619	35	84
539549	1	10	18	995	18	995	0.0180904522613065	0.0180904522613065	1	0	0.981909547738693	18	99.5
152115	1	7	12	772	12	772	0.0155440414507772	0.0155440414507772	1	0	0.984455958549223	12	110.285714285714
542151	1	7	35	588	35	588	0.0595238095238095	0.0595238095238095	1	0	0.94047619047619	35	84
529668	1	16	20	1811	20	1811	0.0110436223081171	0.0110436223081171	1	0	0.988956377691883	20	113.1875
538055	1	11	20	1809	20	1809	0.0110558319513543	0.0110558319513543	1	0	0.988944168048646	20	164.454545454545
538115	1	6	14	100	1	113	0.00884955752212389	0.123893805309735	0.884955752212389	0.115044247787611	0.876106194690266	14	16.6666666666667
532070	1	5	8	1530	8	1530	0.00522875816993464	0.00522875816993464	1	0	0.994771241830065	8	306
537517	1	5	8	1530	8	1530	0.00522875816993464	0.00522875816993464	1	0	0.994771241830065	8	306
525939	1	3	36	461	36	461	0.0780911062906725	0.0780911062906725	1	0	0.921908893709328	36	153.666666666667
532157	1	3	36	461	36	461	0.0780911062906725	0.0780911062906725	1	0	0.921908893709328	36	153.666666666667
542749	1	3	36	461	36	461	0.0780911062906725	0.0780911062906725	1	0	0.921908893709328	36	153.666666666667
527360	1	8	19	566	19	566	0.0335689045936396	0.0335689045936396	1	0	0.96643109540636	19	70.75
529357	1	7	19	1550	19	1550	0.012258064516129	0.012258064516129	1	0	0.987741935483871	19	221.428571428571
529992	1	8	19	302	19	302	0.0629139072847682	0.0629139072847682	1	0	0.937086092715232	19	37.75
530226	1	12	19	548	19	548	0.0346715328467153	0.0346715328467153	1	0	0.965328467153285	19	45.6666666666667
531111	1	9	19	312	19	312	0.0608974358974359	0.0608974358974359	1	0	0.939102564102564	19	34.6666666666667
533033	1	5	19	275	19	275	0.0690909090909091	0.0690909090909091	1	0	0.930909090909091	19	55
534148	1	6	19	1509	19	1509	0.0125911199469848	0.0125911199469848	1	0	0.987408880053015	19	251.5
535941	1	5	19	275	19	275	0.0690909090909091	0.0690909090909091	1	0	0.930909090909091	19	55
536399	1	5	19	275	19	275	0.0690909090909091	0.0690909090909091	1	0	0.930909090909091	19	55
537582	1	5	19	275	19	275	0.0690909090909091	0.0690909090909091	1	0	0.930909090909091	19	55
537845	1	9	19	1509	19	1509	0.0125911199469848	0.0125911199469848	1	0	0.987408880053015	19	167.666666666667
538198	1	7	19	548	19	548	0.0346715328467153	0.0346715328467153	1	0	0.965328467153285	19	78.2857142857143
538989	1	5	19	275	19	275	0.0690909090909091	0.0690909090909091	1	0	0.930909090909091	19	55
539192	1	8	19	302	19	302	0.0629139072847682	0.0629139072847682	1	0	0.937086092715232	19	37.75
539910	1	5	19	275	19	275	0.0690909090909091	0.0690909090909091	1	0	0.930909090909091	19	55
540078	1	8	19	1716	19	1716	0.0110722610722611	0.0110722610722611	1	0	0.988927738927739	19	214.5
542091	1	5	19	305	19	305	0.0622950819672131	0.0622950819672131	1	0	0.937704918032787	19	61
542276	1	5	19	275	19	275	0.0690909090909091	0.0690909090909091	1	0	0.930909090909091	19	55
542782	1	6	19	1509	19	1509	0.0125911199469848	0.0125911199469848	1	0	0.987408880053015	19	251.5
529072	1	9	25	1449	25	1449	0.0172532781228433	0.0172532781228433	1	0	0.982746721877157	25	161
531693	1	14	25	1450	25	1450	0.0172413793103448	0.0172413793103448	1	0	0.982758620689655	25	103.571428571429
540885	1	8	92	1168	91	1169	0.0778443113772455	0.0786997433704021	0.999144568006843	0.000855431993156519	0.921300256629598	92	146
543146	1	8	92	1168	91	1169	0.0778443113772455	0.0786997433704021	0.999144568006843	0.000855431993156519	0.921300256629598	92	146
528549	1	8	27	1834	27	1834	0.014721919302072	0.014721919302072	1	0	0.985278080697928	27	229.25
535094	1	8	27	1834	27	1834	0.014721919302072	0.014721919302072	1	0	0.985278080697928	27	229.25
525295	1	10	30	1327	30	1327	0.0226073850791258	0.0226073850791258	1	0	0.977392614920874	30	132.7
525882	1	10	30	1327	30	1327	0.0226073850791258	0.0226073850791258	1	0	0.977392614920874	30	132.7
526258	1	10	30	1327	30	1327	0.0226073850791258	0.0226073850791258	1	0	0.977392614920874	30	132.7
531092	1	10	30	1327	30	1327	0.0226073850791258	0.0226073850791258	1	0	0.977392614920874	30	132.7
531319	1	10	50	1327	50	1327	0.0376789751318764	0.0376789751318764	1	0	0.962321024868124	50	132.7
532630	1	12	30	1568	30	1568	0.0191326530612245	0.0191326530612245	1	0	0.980867346938776	30	130.666666666667
533505	1	9	50	1327	50	1327	0.0376789751318764	0.0376789751318764	1	0	0.962321024868124	50	147.444444444444
533560	1	10	20	1327	20	1327	0.0150715900527506	0.0150715900527506	1	0	0.984928409947249	20	132.7
534126	1	9	50	1327	50	1327	0.0376789751318764	0.0376789751318764	1	0	0.962321024868124	50	147.444444444444
534184	1	9	50	1327	50	1327	0.0376789751318764	0.0376789751318764	1	0	0.962321024868124	50	147.444444444444
536579	1	9	4	778	4	778	0.0051413881748072	0.0051413881748072	1	0	0.994858611825193	4	86.4444444444444
538437	1	8	60	1327	60	1327	0.0452147701582517	0.0452147701582517	1	0	0.954785229841748	60	165.875
538611	1	10	30	1327	30	1327	0.0226073850791258	0.0226073850791258	1	0	0.977392614920874	30	132.7
539001	1	10	30	1327	30	1327	0.0226073850791258	0.0226073850791258	1	0	0.977392614920874	30	132.7
539035	1	10	30	1327	30	1327	0.0226073850791258	0.0226073850791258	1	0	0.977392614920874	30	132.7
539048	1	9	50	1327	50	1327	0.0376789751318764	0.0376789751318764	1	0	0.962321024868124	50	147.444444444444
527194	1	12	12	127	12	127	0.094488188976378	0.094488188976378	1	0	0.905511811023622	12	10.5833333333333
527267	1	8	8	139	8	139	0.0575539568345324	0.0575539568345324	1	0	0.942446043165468	8	17.375
528790	1	9	2	479	2	479	0.00417536534446764	0.00417536534446764	1	0	0.995824634655532	2	53.2222222222222
530319	1	12	8	611	8	611	0.0130932896890344	0.0130932896890344	1	0	0.986906710310966	8	50.9166666666667
531258	1	10	10	129	10	129	0.0775193798449612	0.0775193798449612	1	0	0.922480620155039	10	12.9
532634	1	12	8	127	8	127	0.062992125984252	0.062992125984252	1	0	0.937007874015748	8	10.5833333333333
532713	1	12	3	611	3	611	0.00490998363338789	0.00490998363338789	1	0	0.995090016366612	3	50.9166666666667
532998	1	12	3	127	3	127	0.0236220472440945	0.0236220472440945	1	0	0.976377952755906	3	10.5833333333333
536224	1	10	10	129	10	129	0.0775193798449612	0.0775193798449612	1	0	0.922480620155039	10	12.9
536894	1	9	2	698	2	698	0.00286532951289398	0.00286532951289398	1	0	0.997134670487106	2	77.5555555555556
537875	1	9	2	481	2	481	0.00415800415800416	0.00415800415800416	1	0	0.995841995841996	2	53.4444444444444
542464	1	12	8	127	8	127	0.062992125984252	0.062992125984252	1	0	0.937007874015748	8	10.5833333333333
542881	1	12	12	127	12	127	0.094488188976378	0.094488188976378	1	0	0.905511811023622	12	10.5833333333333
529195	1	1	11	4	1	14	0.0714285714285714	0.785714285714286	0.285714285714286	0.714285714285714	0.214285714285714	11	4
529885	1	1	18	4	1	21	0.0476190476190476	0.857142857142857	0.19047619047619	0.80952380952381	0.142857142857143	18	4
532593	1	1	3	4	1	6	0.166666666666667	0.5	0.666666666666667	0.333333333333333	0.5	3	4
536682	1	1	4	4	1	7	0.142857142857143	0.571428571428571	0.571428571428571	0.428571428571429	0.428571428571429	4	4
524445	1	11	30	553	28	555	0.0504504504504504	0.0540540540540541	0.996396396396396	0.00360360360360357	0.945945945945946	30	50.2727272727273
524911	1	14	26	1049	26	1049	0.0247855100095329	0.0247855100095329	1	0	0.975214489990467	26	74.9285714285714
525096	1	15	25	703	25	703	0.0355618776671408	0.0355618776671408	1	0	0.964438122332859	25	46.8666666666667
525206	1	10	14	563	13	564	0.0230496453900709	0.024822695035461	0.99822695035461	0.00177304964539005	0.975177304964539	14	56.3
525226	1	18	25	703	25	703	0.0355618776671408	0.0355618776671408	1	0	0.964438122332859	25	39.0555555555556
525356	1	5	1	1778	1	1778	0.000562429696287964	0.000562429696287964	1	0	0.999437570303712	1	355.6
525499	1	6	20	548	20	548	0.0364963503649635	0.0364963503649635	1	0	0.963503649635037	20	91.3333333333333
525526	1	22	25	1020	25	1020	0.0245098039215686	0.0245098039215686	1	0	0.975490196078431	25	46.3636363636364
525598	1	25	4	1274	4	1274	0.00313971742543171	0.00313971742543171	1	0	0.996860282574568	4	50.96
525752	1	25	26	1194	26	1194	0.0217755443886097	0.0217755443886097	1	0	0.97822445561139	26	47.76
525859	1	6	9	573	9	573	0.0157068062827225	0.0157068062827225	1	0	0.984293193717278	9	95.5
525887	1	15	25	703	25	703	0.0355618776671408	0.0355618776671408	1	0	0.964438122332859	25	46.8666666666667
526093	1	9	10	1547	10	1547	0.00646412411118293	0.00646412411118293	1	0	0.993535875888817	10	171.888888888889
526108	1	11	10	1547	10	1547	0.00646412411118293	0.00646412411118293	1	0	0.993535875888817	10	140.636363636364
526274	1	15	30	579	28	581	0.0481927710843374	0.0516351118760757	0.996557659208262	0.00344234079173833	0.948364888123924	30	38.6
526317	1	15	9	974	9	974	0.00924024640657084	0.00924024640657084	1	0	0.990759753593429	9	64.9333333333333
526374	1	9	29	794	29	794	0.0365239294710327	0.0365239294710327	1	0	0.963476070528967	29	88.2222222222222
